onset	duration	trial_type	stim_file	stim_file_index	response_time	outcome	note
0.006	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
1.006	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
2.005	0.0	n/a	n/a	n/a	n/a	miss	n/a
3.005	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
4.005	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
5.007	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
6.008	0.0	n/a	n/a	n/a	0.594	hit	n/a
7.008	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
8.008	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
9.008	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
10.010	0.0	n/a	n/a	n/a	0.592	hit	n/a
11.009	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
12.009	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
13.009	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
14.009	0.0	n/a	n/a	n/a	0.477	hit	n/a
15.012	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
16.012	0.3	30	task-sfprescaled_stimuli.npy	244	n/a	correct_rejection	n/a
16.511	0.3	30	task-sfprescaled_stimuli.npy	247	n/a	n/a	n/a
17.012	0.3	30	task-sfprescaled_stimuli.npy	240	n/a	correct_rejection	n/a
17.511	0.3	30	task-sfprescaled_stimuli.npy	246	n/a	n/a	n/a
18.011	0.3	30	task-sfprescaled_stimuli.npy	245	n/a	correct_rejection	n/a
18.512	0.3	30	task-sfprescaled_stimuli.npy	243	n/a	n/a	n/a
19.012	0.3	30	task-sfprescaled_stimuli.npy	241	n/a	correct_rejection	n/a
19.513	0.3	30	task-sfprescaled_stimuli.npy	242	n/a	n/a	n/a
20.013	0.3	48	task-sfprescaled_stimuli.npy	460	n/a	correct_rejection	blank trial
20.513	0.3	48	task-sfprescaled_stimuli.npy	459	n/a	n/a	blank trial
21.014	0.3	48	task-sfprescaled_stimuli.npy	462	0.412	hit	blank trial
21.513	0.3	48	task-sfprescaled_stimuli.npy	457	n/a	n/a	blank trial
22.014	0.3	48	task-sfprescaled_stimuli.npy	461	n/a	correct_rejection	blank trial
22.513	0.3	48	task-sfprescaled_stimuli.npy	456	n/a	n/a	blank trial
23.014	0.3	48	task-sfprescaled_stimuli.npy	458	n/a	correct_rejection	blank trial
23.513	0.3	48	task-sfprescaled_stimuli.npy	463	n/a	n/a	blank trial
24.014	0.3	31	task-sfprescaled_stimuli.npy	250	n/a	correct_rejection	n/a
24.514	0.3	31	task-sfprescaled_stimuli.npy	251	n/a	n/a	n/a
25.015	0.3	31	task-sfprescaled_stimuli.npy	249	n/a	correct_rejection	n/a
25.515	0.3	31	task-sfprescaled_stimuli.npy	252	n/a	n/a	n/a
26.015	0.3	31	task-sfprescaled_stimuli.npy	254	n/a	correct_rejection	n/a
26.514	0.3	31	task-sfprescaled_stimuli.npy	253	n/a	n/a	n/a
27.015	0.3	31	task-sfprescaled_stimuli.npy	248	n/a	correct_rejection	n/a
27.515	0.3	31	task-sfprescaled_stimuli.npy	255	n/a	n/a	n/a
28.015	0.3	48	task-sfprescaled_stimuli.npy	402	0.471	hit	blank trial
28.515	0.3	48	task-sfprescaled_stimuli.npy	401	n/a	n/a	blank trial
29.015	0.3	48	task-sfprescaled_stimuli.npy	406	n/a	correct_rejection	blank trial
29.517	0.3	48	task-sfprescaled_stimuli.npy	407	n/a	n/a	blank trial
30.016	0.3	48	task-sfprescaled_stimuli.npy	405	n/a	correct_rejection	blank trial
30.517	0.3	48	task-sfprescaled_stimuli.npy	404	n/a	n/a	blank trial
31.017	0.3	48	task-sfprescaled_stimuli.npy	403	0.585	hit	blank trial
31.516	0.3	48	task-sfprescaled_stimuli.npy	400	n/a	n/a	blank trial
32.016	0.3	44	task-sfprescaled_stimuli.npy	354	n/a	correct_rejection	n/a
32.516	0.3	44	task-sfprescaled_stimuli.npy	353	n/a	n/a	n/a
33.017	0.3	44	task-sfprescaled_stimuli.npy	359	n/a	correct_rejection	n/a
33.517	0.3	44	task-sfprescaled_stimuli.npy	356	n/a	n/a	n/a
34.017	0.3	44	task-sfprescaled_stimuli.npy	358	0.620	hit	n/a
34.518	0.3	44	task-sfprescaled_stimuli.npy	357	n/a	n/a	n/a
35.018	0.3	44	task-sfprescaled_stimuli.npy	355	n/a	correct_rejection	n/a
35.518	0.3	44	task-sfprescaled_stimuli.npy	352	n/a	n/a	n/a
36.018	0.3	18	task-sfprescaled_stimuli.npy	149	n/a	correct_rejection	n/a
36.518	0.3	18	task-sfprescaled_stimuli.npy	147	n/a	n/a	n/a
37.017	0.3	18	task-sfprescaled_stimuli.npy	146	n/a	correct_rejection	n/a
37.518	0.3	18	task-sfprescaled_stimuli.npy	148	n/a	n/a	n/a
38.017	0.3	18	task-sfprescaled_stimuli.npy	150	n/a	correct_rejection	n/a
38.517	0.3	18	task-sfprescaled_stimuli.npy	144	n/a	n/a	n/a
39.018	0.3	18	task-sfprescaled_stimuli.npy	145	0.605	hit	n/a
39.503	0.3	18	task-sfprescaled_stimuli.npy	151	n/a	n/a	n/a
40.018	0.3	48	task-sfprescaled_stimuli.npy	433	n/a	correct_rejection	blank trial
40.503	0.3	48	task-sfprescaled_stimuli.npy	435	n/a	n/a	blank trial
41.018	0.3	48	task-sfprescaled_stimuli.npy	439	n/a	miss	blank trial
41.503	0.3	48	task-sfprescaled_stimuli.npy	432	n/a	n/a	blank trial
42.018	0.3	48	task-sfprescaled_stimuli.npy	438	0.235	false_alarm	blank trial
42.503	0.3	48	task-sfprescaled_stimuli.npy	434	n/a	n/a	blank trial
43.018	0.3	48	task-sfprescaled_stimuli.npy	436	n/a	correct_rejection	blank trial
43.502	0.3	48	task-sfprescaled_stimuli.npy	437	n/a	n/a	blank trial
44.018	0.3	39	task-sfprescaled_stimuli.npy	315	n/a	correct_rejection	n/a
44.504	0.3	39	task-sfprescaled_stimuli.npy	316	n/a	n/a	n/a
45.004	0.3	39	task-sfprescaled_stimuli.npy	319	0.428	hit	n/a
45.504	0.3	39	task-sfprescaled_stimuli.npy	318	n/a	n/a	n/a
46.005	0.3	39	task-sfprescaled_stimuli.npy	317	n/a	correct_rejection	n/a
46.504	0.3	39	task-sfprescaled_stimuli.npy	312	n/a	n/a	n/a
47.004	0.3	39	task-sfprescaled_stimuli.npy	314	n/a	correct_rejection	n/a
47.504	0.3	39	task-sfprescaled_stimuli.npy	313	n/a	n/a	n/a
48.005	0.3	28	task-sfprescaled_stimuli.npy	229	0.597	hit	n/a
48.504	0.3	28	task-sfprescaled_stimuli.npy	228	n/a	n/a	n/a
49.005	0.3	28	task-sfprescaled_stimuli.npy	224	n/a	correct_rejection	n/a
49.506	0.3	28	task-sfprescaled_stimuli.npy	230	n/a	n/a	n/a
50.006	0.3	28	task-sfprescaled_stimuli.npy	227	n/a	correct_rejection	n/a
50.506	0.3	28	task-sfprescaled_stimuli.npy	231	n/a	n/a	n/a
51.006	0.3	28	task-sfprescaled_stimuli.npy	226	n/a	correct_rejection	n/a
51.506	0.3	28	task-sfprescaled_stimuli.npy	225	n/a	n/a	n/a
52.005	0.3	48	task-sfprescaled_stimuli.npy	442	n/a	correct_rejection	blank trial
52.506	0.3	48	task-sfprescaled_stimuli.npy	446	n/a	n/a	blank trial
53.005	0.3	48	task-sfprescaled_stimuli.npy	445	n/a	correct_rejection	blank trial
53.506	0.3	48	task-sfprescaled_stimuli.npy	441	n/a	n/a	blank trial
54.006	0.3	48	task-sfprescaled_stimuli.npy	444	n/a	correct_rejection	blank trial
